pathway,cluster1,cluster2,pvalue,effect_size,adj_p,Pathway,Importance
Breast cancer,0,1,3.2674530280938736e-25,0.0237796432388181,1.32913343515683e-24,Breast cancer,0.0030184052133956
Breast cancer,1,2,1.1655991326500303e-09,0.0143137082568358,2.034500304261871e-09,Breast cancer,0.0030184052133956
Regulation of actin cytoskeleton,0,2,1.9286573236311934e-43,0.0399157350830277,6.171703435619819e-42,Regulation of actin cytoskeleton,0.0029472925794305
Regulation of actin cytoskeleton,1,2,1.2250967334833313e-21,0.0231913055836385,4.0415562341718144e-21,Regulation of actin cytoskeleton,0.0029472925794305
Regulation of actin cytoskeleton,0,1,2.2120696825568376e-16,0.0167244294993891,5.50152045402737e-16,Regulation of actin cytoskeleton,0.0029472925794305
Butanoate metabolism,0,1,1.1023117624349727e-34,0.0641603071624107,1.0175185499399748e-33,Butanoate metabolism,0.0029029191216235
Butanoate metabolism,1,2,2.6994911435419838e-12,-0.034106341112169,5.398982287083967e-12,Butanoate metabolism,0.0029029191216235
Butanoate metabolism,0,2,4.917568692274161e-09,0.0300539660502416,8.415090810308724e-09,Butanoate metabolism,0.0029029191216235
AGE-RAGE signaling pathway in diabetic complications,1,2,3.342984498887525e-33,0.0402671142993736,2.6968614444806925e-32,AGE-RAGE signaling pathway in diabetic complications,0.0029015486707465
AGE-RAGE signaling pathway in diabetic complications,0,2,9.282636724618391e-31,0.0518074094383005,5.8243995134860485e-30,AGE-RAGE signaling pathway in diabetic complications,0.0029015486707465
AGE-RAGE signaling pathway in diabetic complications,0,1,0.0004346086890164,0.0115402951389269,0.0005778730491077,AGE-RAGE signaling pathway in diabetic complications,0.0029015486707465
Shigellosis,1,2,4.6183290586706476e-26,0.0134219166752932,1.9881595947640456e-25,Shigellosis,0.0027898267907208
Shigellosis,0,2,2.1797042437760383e-18,0.0101560150793643,5.9786173543571345e-18,Shigellosis,0.0027898267907208
Salmonella infection,1,2,3.2722764610923767e-28,0.0150602573273708,1.619270826107568e-27,Salmonella infection,0.0027792162542332
Salmonella infection,0,2,5.980326897191126e-25,0.0144445913388233,2.3337861062209274e-24,Salmonella infection,0.0027792162542332
Rap1 signaling pathway,0,2,2.9774291758427826e-58,0.049713727967856,9.527773362696902e-56,Rap1 signaling pathway,0.0027232073099192
Rap1 signaling pathway,1,2,2.7414807498542767e-25,0.0256410260765292,1.1199240510043003e-24,Rap1 signaling pathway,0.0027232073099192
Rap1 signaling pathway,0,1,4.252427514989901e-25,0.0240727018913267,1.693913035016724e-24,Rap1 signaling pathway,0.0027232073099192
Longevity regulating pathway,0,1,3.2702590639053304e-31,0.0241452543139893,2.1801727092702204e-30,Longevity regulating pathway,0.002720918574985
Longevity regulating pathway,0,2,1.2235144953318963e-28,0.0272134974293332,6.233425117820882e-28,Longevity regulating pathway,0.002720918574985
Allograft rejection,1,2,3.608100967042777e-28,0.1035674390996577,1.7762958606979824e-27,Allograft rejection,0.0026423380258789
Allograft rejection,0,1,1.3561751373314813e-17,-0.0659749507015775,3.6064491186654346e-17,Allograft rejection,0.0026423380258789
Allograft rejection,0,2,1.4118387111220876e-08,0.0375924883980802,2.3653842280579482e-08,Allograft rejection,0.0026423380258789
RIG-I-like receptor signaling pathway,0,1,1.7870108796985826e-27,-0.0288404365967231,8.409462963287448e-27,RIG-I-like receptor signaling pathway,0.0025819766504136
RIG-I-like receptor signaling pathway,0,2,1.0444037409096533e-08,-0.01455360822288,1.7528454392889283e-08,RIG-I-like receptor signaling pathway,0.0025819766504136
RIG-I-like receptor signaling pathway,1,2,8.577639348194505e-08,0.0142868283738431,1.3633334063355504e-07,RIG-I-like receptor signaling pathway,0.0025819766504136
Cocaine addiction,0,1,8.403220586235701e-24,0.0271659355463691,3.079042657552013e-23,Cocaine addiction,0.0025690912412182
Cocaine addiction,0,2,7.627199423913319e-23,0.02829304395432,2.7018861427884817e-22,Cocaine addiction,0.0025690912412182
Chemokine signaling pathway,1,2,1.3973415061237e-33,0.0547825455673825,1.1564205567920275e-32,Chemokine signaling pathway,0.0025686448347442
Chemokine signaling pathway,0,2,1.4755164858990171e-27,0.0381758663120209,6.977811953019984e-27,Chemokine signaling pathway,0.0025686448347442
Chemokine signaling pathway,0,1,1.0205968627222992e-05,-0.0166066792553616,1.482258681109542e-05,Chemokine signaling pathway,0.0025686448347442
PPAR signaling pathway,0,2,1.503416781759566e-42,0.1064496709093237,4.1236574585405236e-41,PPAR signaling pathway,0.0025392517527239
PPAR signaling pathway,0,1,1.8487501648886418e-32,0.0788796543478946,1.3865626236664815e-31,PPAR signaling pathway,0.0025392517527239
PPAR signaling pathway,1,2,2.1317264191195386e-07,0.0275700165614291,3.322171042783696e-07,PPAR signaling pathway,0.0025392517527239
Pyruvate metabolism,0,1,1.7782530548276152e-26,0.0595136926513286,7.75964969379323e-26,Pyruvate metabolism,0.0025172336741125
Pyruvate metabolism,0,2,6.792641883694264e-16,0.0484093447632386,1.6425532010948349e-15,Pyruvate metabolism,0.0025172336741125
Pyruvate metabolism,1,2,0.0004664973299156,-0.0111043478880899,0.0006177068092675,Pyruvate metabolism,0.0025172336741125
Inflammatory bowel disease,1,2,6.576702984516114e-35,0.0736829802996449,6.313634865135469e-34,Inflammatory bowel disease,0.00251121182598
Inflammatory bowel disease,0,2,1.779699994711937e-16,0.0391439920827326,4.449249986779842e-16,Inflammatory bowel disease,0.00251121182598
Inflammatory bowel disease,0,1,1.9496533307888125e-13,-0.0345389882169123,4.131715667896821e-13,Inflammatory bowel disease,0.00251121182598
Antigen processing and presentation,0,1,4.9530768869929005e-25,-0.0419810390313458,1.9567711158490475e-24,Antigen processing and presentation,0.0025036461940747
Antigen processing and presentation,1,2,6.3313158285688e-25,0.0476289988428144,2.460754330132004e-24,Antigen processing and presentation,0.0025036461940747
Aminoacyl-tRNA biosynthesis,0,2,7.793541341478972e-36,-0.0430223386410397,9.014216491349171e-35,Aminoacyl-tRNA biosynthesis,0.0024856106217759
Aminoacyl-tRNA biosynthesis,0,1,3.378875871284792e-22,-0.0299178794983767,1.158471727297643e-21,Aminoacyl-tRNA biosynthesis,0.0024856106217759
Aminoacyl-tRNA biosynthesis,1,2,1.6921162012282868e-05,-0.013104459142663,2.428148808937452e-05,Aminoacyl-tRNA biosynthesis,0.0024856106217759
Gap junction,0,2,1.646121489958491e-43,0.0465526016556878,5.643845108429112e-42,Gap junction,0.0024790044992911
Gap junction,0,1,3.421609735499724e-27,0.0278929259126669,1.556751348852955e-26,Gap junction,0.0024790044992911
Gap junction,1,2,1.6612391778995213e-12,0.0186596757430209,3.350398341982228e-12,Gap junction,0.0024790044992911
NF-kappa B signaling pathway,1,2,2.255027188601467e-34,0.0676106308690033,2.0232019636050545e-33,NF-kappa B signaling pathway,0.0024035697351014
NF-kappa B signaling pathway,0,2,1.2077555767057883e-24,0.0429055313236712,4.6193041977591915e-24,NF-kappa B signaling pathway,0.0024035697351014
NF-kappa B signaling pathway,0,1,4.8925664882161815e-08,-0.024705099545332,7.8674435991416e-08,NF-kappa B signaling pathway,0.0024035697351014
Staphylococcus aureus infection,1,2,6.2753602359998165e-30,0.0750821192782408,3.5437328391528365e-29,Staphylococcus aureus infection,0.0023891880599223
Staphylococcus aureus infection,0,2,2.9507968868311785e-13,0.0467476532426806,6.198610528135517e-13,Staphylococcus aureus infection,0.0023891880599223
Staphylococcus aureus infection,0,1,1.7837681174448783e-08,-0.0283344660355601,2.9473621217677854e-08,Staphylococcus aureus infection,0.0023891880599223
Intestinal immune network for IgA production,1,2,1.0166254528274909e-30,0.0988748943881927,6.324596621571018e-30,Intestinal immune network for IgA production,0.0023584389747854
Intestinal immune network for IgA production,0,2,2.0102949592689236e-23,0.0669173145689366,7.255199853000625e-23,Intestinal immune network for IgA production,0.0023584389747854
Intestinal immune network for IgA production,0,1,1.0574905634192976e-06,-0.0319575798192561,1.606314779877414e-06,Intestinal immune network for IgA production,0.0023584389747854
Circadian rhythm,0,1,7.70628185588441e-30,0.0579378916119659,4.326333673478967e-29,Circadian rhythm,0.0023491428683143
Circadian rhythm,0,2,3.2381612542118922e-21,0.0484514922609085,1.0396771919877645e-20,Circadian rhythm,0.0023491428683143
Wnt signaling pathway,0,2,6.691975645905175e-33,0.030877627102862,5.265816901695875e-32,Wnt signaling pathway,0.0022828923257601
Wnt signaling pathway,1,2,4.382871356189889e-12,0.0170348459742658,8.639746410559123e-12,Wnt signaling pathway,0.0022828923257601
Wnt signaling pathway,0,1,2.8381567517665263e-11,0.0138427811285961,5.4275507603503294e-11,Wnt signaling pathway,0.0022828923257601
Mismatch repair,0,2,2.1045708025872146e-38,-0.0767204809714242,3.6734326736067752e-37,Mismatch repair,0.0022727805095569
Mismatch repair,0,1,1.301026102165478e-26,-0.0576635520287463,5.755691511884143e-26,Mismatch repair,0.0022727805095569
Mismatch repair,1,2,0.0004619538273319,-0.0190569289426778,0.0006125354616556,Mismatch repair,0.0022727805095569
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0,2,1.3012859183082738e-29,-0.0544780347809883,7.138482751862531e-29,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.0021753465651255
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1,2,1.3104412022191917e-18,-0.039125919269929,3.61501021301846e-18,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.0021753465651255
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0,1,9.062769496114024e-06,-0.0153521155110592,1.3222277684300096e-05,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.0021753465651255
Viral protein interaction with cytokine and cytokine receptor,1,2,1.4093023772536485e-30,0.1051168905540296,8.455814263521892e-30,Viral protein interaction with cytokine and cytokine receptor,0.002127792623614
Viral protein interaction with cytokine and cytokine receptor,0,2,3.5192836887528406e-21,0.0746226128822282,1.1261707804009091e-20,Viral protein interaction with cytokine and cytokine receptor,0.002127792623614
Viral protein interaction with cytokine and cytokine receptor,0,1,2.1582442562699596e-05,-0.0304942776718014,3.064962257424794e-05,Viral protein interaction with cytokine and cytokine receptor,0.002127792623614
Adrenergic signaling in cardiomyocytes,0,1,2.7450543222702075e-23,0.021084422007653,9.869858237376026e-23,Adrenergic signaling in cardiomyocytes,0.002108848305752
Adrenergic signaling in cardiomyocytes,0,2,2.236283047386913e-14,0.0193878719384749,5.0752523061263283e-14,Adrenergic signaling in cardiomyocytes,0.002108848305752
Human immunodeficiency virus 1 infection,1,2,8.941500817365423e-26,0.0238056874301634,3.781427658445289e-25,Human immunodeficiency virus 1 infection,0.0020636472143084
Human immunodeficiency virus 1 infection,0,1,9.86968212103143e-22,-0.0194134147325206,3.267205115927646e-21,Human immunodeficiency virus 1 infection,0.0020636472143084
Insulin signaling pathway,0,1,2.8291731819380927e-33,0.0288261992329287,2.3213728672312556e-32,Insulin signaling pathway,0.0020314852311617
Insulin signaling pathway,0,2,6.361118078139871e-25,0.028844108705223,2.462368288312208e-24,Insulin signaling pathway,0.0020314852311617
Rheumatoid arthritis,1,2,2.902051756800187e-36,0.0728124907098442,3.5717560083694607e-35,Rheumatoid arthritis,0.0020256677261755
Rheumatoid arthritis,0,1,6.613531641771771e-18,-0.0416317067172037,1.7784286767789638e-17,Rheumatoid arthritis,0.0020256677261755
Rheumatoid arthritis,0,2,1.099586704794951e-09,0.0311807839926405,1.926283278472907e-09,Rheumatoid arthritis,0.0020256677261755
Taurine and hypotaurine metabolism,0,1,2.22174253582308e-27,0.077025685879137,1.0303733499469356e-26,Taurine and hypotaurine metabolism,0.0019663065210727
Taurine and hypotaurine metabolism,0,2,6.242678211816732e-21,0.0649639912214248,1.939472842506169e-20,Taurine and hypotaurine metabolism,0.0019663065210727
Base excision repair,0,2,6.536142439533657e-45,-0.0690616983174922,2.728129018240134e-43,Base excision repair,0.001945606263355
Base excision repair,0,1,3.2288136962706316e-32,-0.0500601121407394,2.3305722920449672e-31,Base excision repair,0.001945606263355
Base excision repair,1,2,9.36651253130779e-08,-0.0190015861767527,1.4838039653556894e-07,Base excision repair,0.001945606263355
ErbB signaling pathway,0,2,2.5741963719812432e-36,0.0366841161283188,3.209387684548043e-35,ErbB signaling pathway,0.0019271065199632
ErbB signaling pathway,0,1,4.2095804386887074e-22,0.0223751078530474,1.4330486599791344e-21,ErbB signaling pathway,0.0019271065199632
ErbB signaling pathway,1,2,6.806505219366639e-11,0.0143090082752713,1.2737319708756286e-10,ErbB signaling pathway,0.0019271065199632
Hepatitis B,1,2,1.9575478312516918e-27,0.0235711919534186,9.122553000007888e-27,Hepatitis B,0.001916540660754
Hepatitis B,0,2,9.384889651762098e-13,0.0137387531103498,1.9047556164252882e-12,Hepatitis B,0.001916540660754
Hepatitis B,0,1,2.382707486441501e-08,-0.0098324388430687,3.896761817689678e-08,Hepatitis B,0.001916540660754
Gastric acid secretion,0,2,4.579721974121136e-38,0.0402827657372743,7.451751008739475e-37,Gastric acid secretion,0.001916219398663
Gastric acid secretion,0,1,6.031989037352282e-31,0.0271011811667186,3.9126415377420215e-30,Gastric acid secretion,0.001916219398663
Gastric acid secretion,1,2,6.709534230037383e-08,0.0131815845705557,1.0717392447314288e-07,Gastric acid secretion,0.001916219398663
Graft-versus-host disease,1,2,1.227205570070986e-28,0.097517827947302,6.233425117820882e-28,Graft-versus-host disease,0.001851146075322
Graft-versus-host disease,0,1,4.385140905478772e-15,-0.0570799121503152,1.0217804051601024e-14,Graft-versus-host disease,0.001851146075322
Graft-versus-host disease,0,2,1.1026603204793586e-09,0.0404379157969868,1.928149194280845e-09,Graft-versus-host disease,0.001851146075322
Dopaminergic synapse,0,1,3.7671576052653535e-31,0.0203884732185622,2.4770351377087255e-30,Dopaminergic synapse,0.0018173196400962
Dopaminergic synapse,0,2,3.867484579709991e-23,0.0246642815357383,1.37510562834133e-22,Dopaminergic synapse,0.0018173196400962
Adherens junction,0,2,5.6015255399200844e-46,0.0507324071820549,2.8302444833280424e-44,Adherens junction,0.0017946806898479
Adherens junction,0,1,1.723606402853105e-20,0.0259764956231586,5.1870286731629504e-20,Adherens junction,0.0017946806898479
Adherens junction,1,2,1.3383500576621649e-18,0.0247559115588962,3.6814213620506546e-18,Adherens junction,0.0017946806898479
"Parathyroid hormone synthesis, secretion and action",0,2,5.793948331027445e-41,0.0456724323002532,1.2935326506479878e-39,"Parathyroid hormone synthesis, secretion and action",0.0017796218767895
"Parathyroid hormone synthesis, secretion and action",0,1,2.101066282975443e-24,0.0257438760496669,7.90989659473108e-24,"Parathyroid hormone synthesis, secretion and action",0.0017796218767895
"Parathyroid hormone synthesis, secretion and action",1,2,4.012759855796431e-13,0.0199285562505862,8.356289504478469e-13,"Parathyroid hormone synthesis, secretion and action",0.0017796218767895
Bladder cancer,0,1,9.451262387471774e-22,-0.0379297913152709,3.139519685803773e-21,Bladder cancer,0.0017712816514338
Bladder cancer,0,2,2.165779535964705e-08,-0.0177747858154554,3.560054426193625e-08,Bladder cancer,0.0017712816514338
Bladder cancer,1,2,1.3106182355250202e-07,0.0201550054998154,2.055871742000032e-07,Bladder cancer,0.0017712816514338
Neutrophil extracellular trap formation,0,1,1.5026796694201987e-32,-0.0481633840487309,1.1358838446010951e-31,Neutrophil extracellular trap formation,0.0017712616689819
Neutrophil extracellular trap formation,0,2,3.835009373169595e-12,-0.0261471201356221,7.606630161658699e-12,Neutrophil extracellular trap formation,0.0017712616689819
Neutrophil extracellular trap formation,1,2,1.009398921370275e-08,0.0220162639131088,1.6970629851409177e-08,Neutrophil extracellular trap formation,0.0017712616689819
Glucagon signaling pathway,0,1,1.7890974518481304e-31,0.0264313288860769,1.2010724152267169e-30,Glucagon signaling pathway,0.0017604272218884
Glucagon signaling pathway,0,2,5.6551303147745205e-25,0.0283705862947655,2.2158877968096085e-24,Glucagon signaling pathway,0.0017604272218884
Relaxin signaling pathway,0,2,5.190016671575942e-29,0.0323692771867031,2.707834785170057e-28,Relaxin signaling pathway,0.0017417828907083
Relaxin signaling pathway,1,2,5.981033601760284e-20,0.0224727450916357,1.7667053100584224e-19,Relaxin signaling pathway,0.0017417828907083
Relaxin signaling pathway,0,1,3.131403037771449e-07,0.0098965320950674,4.825275949053918e-07,Relaxin signaling pathway,0.0017417828907083
Aldosterone-regulated sodium reabsorption,0,1,1.1596695673071094e-30,0.045065058123389,7.090973150412898e-30,Aldosterone-regulated sodium reabsorption,0.0017058392902333
Aldosterone-regulated sodium reabsorption,0,2,4.332823272454943e-22,0.0440287663267215,1.469791640126058e-21,Aldosterone-regulated sodium reabsorption,0.0017058392902333
Proximal tubule bicarbonate reclamation,0,1,3.3745554324450645e-30,0.0617162728363585,1.9633777061498557e-29,Proximal tubule bicarbonate reclamation,0.0016480870597481
Proximal tubule bicarbonate reclamation,0,2,2.2352076995439338e-21,0.0570006953677487,7.323547411475004e-21,Proximal tubule bicarbonate reclamation,0.0016480870597481
Thyroid hormone synthesis,0,2,6.030085719803818e-29,0.0354792106695928,3.127715163414673e-28,Thyroid hormone synthesis,0.0016356201324369
Thyroid hormone synthesis,0,1,1.036504403971326e-27,0.0261510713966503,4.975221139062364e-27,Thyroid hormone synthesis,0.0016356201324369
Thyroid hormone synthesis,1,2,0.0004719584983245,0.0093281392729425,0.0006240773531564,Thyroid hormone synthesis,0.0016356201324369
Primary immunodeficiency,1,2,2.3660384264784124e-24,0.1246410167479732,8.872644099294047e-24,Primary immunodeficiency,0.0015501086964918
Primary immunodeficiency,0,1,5.0827798523636895e-19,-0.0979995587270925,1.4184501913573085e-18,Primary immunodeficiency,0.0015501086964918
Primary immunodeficiency,0,2,0.0001720598963333,0.0266414580208807,0.0002323171596062,Primary immunodeficiency,0.0015501086964918
Bile secretion,0,1,5.466797147040947e-28,0.0348427273760828,2.6372488749544262e-27,Bile secretion,0.0015497887293515
Bile secretion,0,2,6.717621192700901e-18,0.032589991831171,1.8013732807242638e-17,Bile secretion,0.0015497887293515
Thyroid hormone signaling pathway,0,2,9.296877481947176e-24,0.0282862284647673,3.393537027630908e-23,Thyroid hormone signaling pathway,0.0014547592807812
Thyroid hormone signaling pathway,0,1,4.055039780932881e-21,0.0192524028540782,1.280538878189331e-20,Thyroid hormone signaling pathway,0.0014547592807812
Thyroid hormone signaling pathway,1,2,0.0001054176677457,0.0090338256106891,0.000144366563532,Thyroid hormone signaling pathway,0.0014547592807812
Insulin resistance,0,2,1.2022856642841235e-31,0.0358374035043981,8.128128434596892e-31,Insulin resistance,0.0014214212583665
Insulin resistance,0,1,5.187280768299386e-29,0.0305943732079094,2.707834785170057e-28,Insulin resistance,0.0014214212583665
Oocyte meiosis,0,2,3.5954210174014915e-27,-0.0298614943978302,1.6281151776912418e-26,Oocyte meiosis,0.0013526338015368
Oocyte meiosis,0,1,6.828512670004682e-21,-0.0223338472616792,2.1078367084258823e-20,Oocyte meiosis,0.0013526338015368
Autoimmune thyroid disease,1,2,1.2091101368670088e-27,0.0843005569437757,5.77485438503646e-27,Autoimmune thyroid disease,0.0013315585093215
Autoimmune thyroid disease,0,1,3.5117635850853114e-16,-0.0524752533808104,8.578353795628242e-16,Autoimmune thyroid disease,0.0013315585093215
Autoimmune thyroid disease,0,2,2.757098951240258e-09,0.0318253035629653,4.760458620846488e-09,Autoimmune thyroid disease,0.0013315585093215
Mineral absorption,0,2,8.944329592722289e-32,0.0462038983920009,6.177378711520431e-31,Mineral absorption,0.0013230452113823
Mineral absorption,0,1,1.0328533838462162e-22,0.0354605731598931,3.645364884163116e-22,Mineral absorption,0.0013230452113823
NOD-like receptor signaling pathway,1,2,8.990066390343533e-29,0.0354679130903386,4.6152212485186055e-28,NOD-like receptor signaling pathway,0.0013050750981988
NOD-like receptor signaling pathway,0,2,8.64883828719652e-14,0.0193048334608413,1.8870192626610592e-13,NOD-like receptor signaling pathway,0.0013050750981988
NOD-like receptor signaling pathway,0,1,7.863626475054482e-10,-0.0161630796294972,1.4057879731940978e-09,NOD-like receptor signaling pathway,0.0013050750981988
Pertussis,1,2,1.6489865061851056e-29,0.044292689486048,8.943655626766673e-29,Pertussis,0.001300156925691
Pertussis,0,2,2.8725907038871184e-14,0.030296094346245,6.488675472309726e-14,Pertussis,0.001300156925691
Pertussis,0,1,2.022992026253311e-06,-0.0139965951398029,3.044000541070813e-06,Pertussis,0.001300156925691
Platelet activation,0,2,6.422805730959744e-32,0.0401382761504205,4.5337452218539375e-31,Platelet activation,0.0012974130830879
Platelet activation,1,2,3.972908901995171e-28,0.0338495455629928,1.9459145642425327e-27,Platelet activation,0.0012974130830879
Drug metabolism,0,1,2.3946184408552783e-24,0.0374128341462347,8.944878222650067e-24,Drug metabolism,0.0012590462184956
Drug metabolism,0,2,7.961847415241044e-14,0.0286403536260574,1.7530673207870188e-13,Drug metabolism,0.0012590462184956
Arachidonic acid metabolism,0,2,8.294216915392501e-26,0.0465779514736781,3.5388658839008e-25,Arachidonic acid metabolism,0.0012085697150437
Arachidonic acid metabolism,0,1,3.98404069336407e-13,0.0283895162296599,8.314519707890233e-13,Arachidonic acid metabolism,0.0012085697150437
Arachidonic acid metabolism,1,2,7.071864500467751e-06,0.0181884352440181,1.0396615498390568e-05,Arachidonic acid metabolism,0.0012085697150437
RNA polymerase,0,2,1.2571754971906968e-27,-0.0394294854408168,5.9746954321934106e-27,RNA polymerase,0.0011395201871186
RNA polymerase,0,1,4.115837307989363e-15,-0.0250795291074027,9.613634588004352e-15,RNA polymerase,0.0011395201871186
RNA polymerase,1,2,3.674992442806106e-05,-0.014349956333414,5.165435937179886e-05,RNA polymerase,0.0011395201871186
Small cell lung cancer,0,2,3.06475336419946e-23,0.0273419943082317,1.0978221006087617e-22,Small cell lung cancer,0.0011373226417169
Small cell lung cancer,1,2,8.516792837464767e-18,0.0242983213309359,2.2711447566572716e-17,Small cell lung cancer,0.0011373226417169
Apoptosis,1,2,5.169904039979921e-25,0.0249043642239002,2.0340606058937395e-24,Apoptosis,0.0011252905092874
Apoptosis,0,1,2.010214275819694e-20,-0.018971046550643,6.030642827459083e-20,Apoptosis,0.0011252905092874
Proteasome,0,1,7.659088384041217e-32,-0.0415477757901361,5.366952444291656e-31,Proteasome,0.0011138140988044
Proteasome,0,2,1.4266401434748375e-24,-0.036686024085145,5.4133380938175664e-24,Proteasome,0.0011138140988044
Type I diabetes mellitus,1,2,8.518252177785913e-27,0.0812080436768851,3.8034986468253377e-26,Type I diabetes mellitus,0.0011036665338012
Type I diabetes mellitus,0,1,1.326368052009347e-19,-0.0580745194357283,3.8534364426029435e-19,Type I diabetes mellitus,0.0011036665338012
Type I diabetes mellitus,0,2,1.7646071367647974e-05,0.0231335242411567,2.524624219514464e-05,Type I diabetes mellitus,0.0011036665338012
Focal adhesion,0,2,2.0458642344368283e-49,0.0682924328942876,1.6366913875494623e-47,Focal adhesion,0.0011029712785418
Focal adhesion,0,1,1.9298008355020817e-25,0.0368077477600508,7.985382767594821e-25,Focal adhesion,0.0011029712785418
Focal adhesion,1,2,1.7331521532741115e-16,0.0314846851342368,4.3441933867967294e-16,Focal adhesion,0.0011029712785418
Dilated cardiomyopathy,0,2,8.887103164777435e-19,0.0376521239162948,2.465785849186803e-18,Dilated cardiomyopathy,0.0010952567523528
Dilated cardiomyopathy,0,1,6.942992880415623e-13,0.0256931707626603,1.4211669861831553e-12,Dilated cardiomyopathy,0.0010952567523528
Prostate cancer,0,2,7.602577336960571e-31,0.0395246728314747,4.833426651312682e-30,Prostate cancer,0.0010943964959279
Prostate cancer,1,2,1.1504006201018164e-13,0.0218610435943125,2.481763135500547e-13,Prostate cancer,0.0010943964959279
Prostate cancer,0,1,3.679510236775262e-13,0.0176636292371621,7.712510539965616e-13,Prostate cancer,0.0010943964959279
Proteoglycans in cancer,0,2,1.2925672126208595e-38,0.0405655202033773,2.3862779309923563e-37,Proteoglycans in cancer,0.0010792927250987
Proteoglycans in cancer,1,2,2.4571362263370644e-22,0.0251950268023866,8.48507473843015e-22,Proteoglycans in cancer,0.0010792927250987
Proteoglycans in cancer,0,1,2.7152407434608375e-13,0.0153704934009907,5.716296302022816e-13,Proteoglycans in cancer,0.0010792927250987
Various types of N-glycan biosynthesis,0,1,2.4854131437431933e-19,-0.0224593369845161,7.059161591696641e-19,Various types of N-glycan biosynthesis,0.0010641367290877
Various types of N-glycan biosynthesis,0,2,2.613950415701519e-19,-0.0260352329865251,7.402337460393682e-19,Various types of N-glycan biosynthesis,0.0010641367290877
GnRH signaling pathway,0,2,8.484042021907282e-35,0.0342801983728754,7.984980726500973e-34,GnRH signaling pathway,0.001059862018883
GnRH signaling pathway,0,1,9.734932010288254e-26,0.0207983772172886,4.098918741174002e-25,GnRH signaling pathway,0.001059862018883
GnRH signaling pathway,1,2,1.1034440514700759e-10,0.0134818211555867,2.0449928367012995e-10,GnRH signaling pathway,0.001059862018883
Notch signaling pathway,0,2,1.562351584803627e-34,0.0404151279881495,1.428435734677602e-33,Notch signaling pathway,0.0010509357525134
Notch signaling pathway,0,1,8.014999234698964e-24,0.027985641255422,2.9480456955214586e-23,Notch signaling pathway,0.0010509357525134
Notch signaling pathway,1,2,9.678146275947104e-06,0.0124294867327275,1.4098665288177877e-05,Notch signaling pathway,0.0010509357525134
Long-term depression,0,2,2.988638992332916e-21,0.0320160747941969,9.660247247944778e-21,Long-term depression,0.0010426786635538
Long-term depression,0,1,8.055265004568738e-13,0.0176861302323195,1.6383589839800825e-12,Long-term depression,0.0010426786635538
Long-term depression,1,2,1.469188145848016e-06,0.0143299445618774,2.228152638252915e-06,Long-term depression,0.0010426786635538
Cardiac muscle contraction,1,2,1.7626324558983476e-07,-0.0150035986371744,2.755907422902954e-07,Cardiac muscle contraction,0.0010239792193867
Cardiac muscle contraction,0,1,0.0003312301709232,0.0079545441213243,0.0004422544702174,Cardiac muscle contraction,0.0010239792193867
Prolactin signaling pathway,0,2,6.302429190945128e-31,0.0330880133496728,4.060625518998204e-30,Prolactin signaling pathway,0.0010144667903536
Prolactin signaling pathway,0,1,2.9421835208322122e-18,0.0183592859179245,8.024136874996943e-18,Prolactin signaling pathway,0.0010144667903536
Prolactin signaling pathway,1,2,9.309826910666283e-10,0.0147287274317482,1.6368926436336323e-09,Prolactin signaling pathway,0.0010144667903536
Glutamatergic synapse,0,1,3.224974559390968e-23,0.0213508938058797,1.1509202888532822e-22,Glutamatergic synapse,0.0010106344825072
Glutamatergic synapse,0,2,3.098847047173065e-15,0.0255485514243294,7.2914048168778e-15,Glutamatergic synapse,0.0010106344825072
Bacterial invasion of epithelial cells,1,2,3.220633495671758e-20,0.0192362022181934,9.6018886827481e-20,Bacterial invasion of epithelial cells,0.0009920046760806
Bacterial invasion of epithelial cells,0,2,1.3539753226935725e-19,0.0183362303486241,3.91296719920042e-19,Bacterial invasion of epithelial cells,0.0009920046760806
Ubiquinone and other terpenoid-quinone biosynthesis,0,1,3.84297240314335e-16,0.047980427742959,9.363587581262985e-16,Ubiquinone and other terpenoid-quinone biosynthesis,0.0009857377389234
Ubiquinone and other terpenoid-quinone biosynthesis,1,2,3.3717155982092797e-10,-0.0351154481915874,6.118803354028181e-10,Ubiquinone and other terpenoid-quinone biosynthesis,0.0009857377389234
Asthma,1,2,2.784828547260969e-28,0.1008399754738223,1.385199691901829e-27,Asthma,0.0009582760639166
Asthma,0,1,5.592148179900946e-15,-0.0528869381572965,1.2973176482045571e-14,Asthma,0.0009582760639166
Asthma,0,2,8.925776091046126e-10,0.0479530373165257,1.574714131187833e-09,Asthma,0.0009582760639166
Pancreatic cancer,1,2,5.608905880071482e-18,0.0182704343678871,1.5210592217143e-17,Pancreatic cancer,0.0009562868253344
Pancreatic cancer,0,1,2.505827332754696e-07,-0.0087629980173125,3.8925473130170025e-07,Pancreatic cancer,0.0009562868253344
