pathway,cluster1,cluster2,pvalue,effect_size,adj_p,Pathway,Importance
Pancreatic cancer,0,2,8.122470135866103e-07,0.0095074363505746,1.2396774770161304e-06,Pancreatic cancer,0.0009562868253344
Melanogenesis,0,2,1.142506939691404e-36,0.0345304460889493,1.5233425862552052e-35,Melanogenesis,0.0009548534375246
Melanogenesis,0,1,5.8455497332813136e-18,0.0166259156314277,1.5763280179635e-17,Melanogenesis,0.0009548534375246
Melanogenesis,1,2,9.24643741068774e-14,0.0179045304575216,2.0082759987014097e-13,Melanogenesis,0.0009548534375246
Neurotrophin signaling pathway,0,2,3.677840118945727e-36,0.0289125103792898,4.4692740685922757e-35,Neurotrophin signaling pathway,0.0009516089060368
Neurotrophin signaling pathway,0,1,2.3175140744320387e-22,0.0167763772712983,8.060918519763613e-22,Neurotrophin signaling pathway,0.0009516089060368
Neurotrophin signaling pathway,1,2,7.110668555361121e-11,0.0121361331079914,1.3280626095616102e-10,Neurotrophin signaling pathway,0.0009516089060368
Metabolism of xenobiotics by cytochrome P450,0,1,5.74521588286786e-26,0.06195708066734,2.46223537837194e-25,Metabolism of xenobiotics by cytochrome P450,0.0009407739035125
Metabolism of xenobiotics by cytochrome P450,0,2,6.991180069661662e-17,0.0504956072536175,1.7755377954696286e-16,Metabolism of xenobiotics by cytochrome P450,0.0009407739035125
Gastric cancer,0,2,3.408774715192864e-40,0.0304362748140265,7.113964623011192e-39,Gastric cancer,0.0009195096567367
Gastric cancer,0,1,5.726380364006721e-18,0.0168237815923995,1.5485422956187188e-17,Gastric cancer,0.0009195096567367
Gastric cancer,1,2,9.668504889868096e-11,0.013612493221627,1.7953123199755068e-10,Gastric cancer,0.0009195096567367
Synthesis and degradation of ketone bodies,0,1,8.635536528156482e-26,0.0731828822596938,3.668192507535497e-25,Synthesis and degradation of ketone bodies,0.0009117817053957
Synthesis and degradation of ketone bodies,0,2,2.4886423141613755e-08,0.0379771427374477,4.0630894925083686e-08,Synthesis and degradation of ketone bodies,0.0009117817053957
Synthesis and degradation of ketone bodies,1,2,7.294979674567035e-07,-0.035205739522246,1.1151561285962348e-06,Synthesis and degradation of ketone bodies,0.0009117817053957
Olfactory transduction,0,1,1.1816455588883052e-25,0.0097157224273113,4.9536233036365625e-25,Olfactory transduction,0.0008739369872153
Olfactory transduction,0,2,2.636449402887019e-16,0.0081916908585151,6.506404696070793e-16,Olfactory transduction,0.0008739369872153
HIF-1 signaling pathway,0,2,1.1977485832078691e-22,0.0287407744365673,4.2118631497419574e-22,HIF-1 signaling pathway,0.0008724122592093
HIF-1 signaling pathway,1,2,2.969182113923226e-16,0.018504096651829,7.308755972734095e-16,HIF-1 signaling pathway,0.0008724122592093
HIF-1 signaling pathway,0,1,2.7382675566769205e-06,0.0102366777847383,4.113829193129646e-06,HIF-1 signaling pathway,0.0008724122592093
Hippo signaling pathway,0,2,2.495021010548606e-27,0.0277332860352961,1.1515481587147412e-26,Hippo signaling pathway,0.0008438946576906
Hippo signaling pathway,1,2,6.092444860998968e-15,0.0188479009497637,1.4025772341868127e-14,Hippo signaling pathway,0.0008438946576906
Hippo signaling pathway,0,1,1.337291216999514e-05,0.0088853850855323,1.927626979458759e-05,Hippo signaling pathway,0.0008438946576906
Glycerolipid metabolism,0,2,1.5287371969565798e-21,0.0324123396879587,5.025985305062729e-21,Glycerolipid metabolism,0.0008145245731936
Glycerolipid metabolism,0,1,1.3286327734391396e-19,0.0254471384908277,3.8534364426029435e-19,Glycerolipid metabolism,0.0008145245731936
Cholesterol metabolism,0,2,8.550155372352096e-32,0.0603947338117203,5.947934172071025e-31,Cholesterol metabolism,0.0008073283310581
Cholesterol metabolism,0,1,2.442601764833074e-22,0.0345108509378611,8.46533463624459e-22,Cholesterol metabolism,0.0008073283310581
Cholesterol metabolism,1,2,6.278397924044237e-11,0.0258838828738592,1.1771996107582944e-10,Cholesterol metabolism,0.0008073283310581
FoxO signaling pathway,0,2,1.9686447960380703e-35,0.0369414314299822,2.0321494668780083e-34,FoxO signaling pathway,0.000803453893972
FoxO signaling pathway,0,1,2.887021804723529e-24,0.0231849933291555,1.0700930241446285e-23,FoxO signaling pathway,0.000803453893972
FoxO signaling pathway,1,2,2.33169872887014e-09,0.0137564381008267,4.04048877204934e-09,FoxO signaling pathway,0.000803453893972
Serotonergic synapse,0,1,3.905348419567487e-25,0.0216049436516177,1.5686755158095344e-24,Serotonergic synapse,0.0007744155374573
Serotonergic synapse,0,2,4.71838810571269e-21,0.0268584280387485,1.4802786214000597e-20,Serotonergic synapse,0.0007744155374573
Basal cell carcinoma,0,2,3.3776802258543334e-14,0.0243253106456057,7.576105179486353e-14,Basal cell carcinoma,0.0007645487685535
Basal cell carcinoma,1,2,3.34320337591054e-06,0.0163564172709234,5.006981655029826e-06,Basal cell carcinoma,0.0007645487685535
Vitamin digestion and absorption,0,1,7.601697115023645e-17,0.0310910956367902,1.920428744848079e-16,Vitamin digestion and absorption,0.0007593361165558
Vitamin digestion and absorption,0,2,1.2818849920523636e-05,0.0194149213088457,1.85054074040642e-05,Vitamin digestion and absorption,0.0007593361165558
Progesterone-mediated oocyte maturation,0,2,4.180063435513852e-26,-0.0331818226659916,1.8075949991411248e-25,Progesterone-mediated oocyte maturation,0.0007418252086064
Progesterone-mediated oocyte maturation,0,1,3.1403930625266863e-22,-0.0287431825172312,1.0805653548478919e-21,Progesterone-mediated oocyte maturation,0.0007418252086064
Ribosome biogenesis in eukaryotes,0,2,1.3573104972226456e-19,-0.0331261786301561,3.91296719920042e-19,Ribosome biogenesis in eukaryotes,0.0007414271082461
Ribosome biogenesis in eukaryotes,0,1,1.6578454728958174e-12,-0.0249053811856451,3.350398341982228e-12,Ribosome biogenesis in eukaryotes,0.0007414271082461
Glioma,0,2,4.2893395101318685e-29,0.027989915257377,2.2625087525970297e-28,Glioma,0.0007320723639653
Glioma,1,2,6.234062716187975e-15,0.0194415763349689,1.43174646113408e-14,Glioma,0.0007320723639653
Glioma,0,1,7.590011345874797e-05,0.0085483389224081,0.0001046898116672,Glioma,0.0007320723639653
Non-small cell lung cancer,0,2,4.255987251457151e-28,0.0250067087983827,2.0635089704034672e-27,Non-small cell lung cancer,0.0007177616171308
Non-small cell lung cancer,1,2,9.64601268021246e-16,0.0198415858197923,2.32667642537788e-15,Non-small cell lung cancer,0.0007177616171308
Salivary secretion,0,2,1.5329844129415357e-29,0.036889408383331,8.361733161499285e-29,Salivary secretion,0.0007151987206635
Salivary secretion,0,1,7.463350685590793e-14,0.0201633943433914,1.64708428923383e-13,Salivary secretion,0.0007151987206635
Salivary secretion,1,2,2.16282864669822e-08,0.0167260140399395,3.560054426193625e-08,Salivary secretion,0.0007151987206635
Ether lipid metabolism,0,2,3.0714218732911628e-33,0.035835830011077,2.4987838969148444e-32,Ether lipid metabolism,0.0007101003268157
Ether lipid metabolism,0,1,1.5994503189098154e-13,0.0204258568863263,3.41216068034094e-13,Ether lipid metabolism,0.0007101003268157
Ether lipid metabolism,1,2,2.843478340585715e-07,0.0154099731247506,4.395715309118013e-07,Ether lipid metabolism,0.0007101003268157
Hepatocellular carcinoma,0,2,2.2304463186147292e-30,0.0213858968266387,1.3136370956258525e-29,Hepatocellular carcinoma,0.0006848246102352
Hepatocellular carcinoma,0,1,5.84401727708965e-11,0.0107275103934916,1.1000503109815811e-10,Hepatocellular carcinoma,0.0006848246102352
Hepatocellular carcinoma,1,2,6.044131965053006e-09,0.010658386433147,1.0251531248146442e-08,Hepatocellular carcinoma,0.0006848246102352
Amyotrophic lateral sclerosis,0,2,1.1031984265372381e-30,-0.0146922933736532,6.788913394075309e-30,Amyotrophic lateral sclerosis,0.000676902644694
Amyotrophic lateral sclerosis,0,1,4.9541217585680336e-17,-0.0093684768136907,1.2682551701934168e-16,Amyotrophic lateral sclerosis,0.000676902644694
Amyotrophic lateral sclerosis,1,2,2.734437746922409e-07,-0.0053238165599624,4.233968124266955e-07,Amyotrophic lateral sclerosis,0.000676902644694
"Growth hormone synthesis, secretion and action",0,2,1.0900172711439164e-34,0.0364895639512688,1.0159384274739417e-33,"Growth hormone synthesis, secretion and action",0.0006767844039812
"Growth hormone synthesis, secretion and action",0,1,1.4794437893602718e-26,0.0241456532547711,6.485233049250506e-26,"Growth hormone synthesis, secretion and action",0.0006767844039812
"Growth hormone synthesis, secretion and action",1,2,1.1824419077988297e-07,0.0123439106964976,1.8578465327117453e-07,"Growth hormone synthesis, secretion and action",0.0006767844039812
Ovarian steroidogenesis,0,1,2.343999600003348e-21,0.0420733870045564,7.65387624490889e-21,Ovarian steroidogenesis,0.0006687678423325
Ovarian steroidogenesis,0,2,5.671409320078205e-17,0.0420770706113315,1.4480194008710311e-16,Ovarian steroidogenesis,0.0006687678423325
Long-term potentiation,0,2,2.7295397276031485e-24,0.0319926545285196,1.0156426893407065e-23,Long-term potentiation,0.0006683289316082
Long-term potentiation,0,1,7.364669135632215e-21,0.0196938489083149,2.266052041732989e-20,Long-term potentiation,0.0006683289316082
Long-term potentiation,1,2,5.5271919983019945e-06,0.0122988056202046,8.175815590708651e-06,Long-term potentiation,0.0006683289316082
Type II diabetes mellitus,0,2,1.0064140583883852e-20,0.0334586082986554,3.086765163108146e-20,Type II diabetes mellitus,0.000663755575837
Type II diabetes mellitus,0,1,1.4845216302076017e-20,0.0296766173186999,4.495712192426806e-20,Type II diabetes mellitus,0.000663755575837
MicroRNAs in cancer,0,2,5.912604474165291e-22,0.0290219163147186,1.979415832600108e-21,MicroRNAs in cancer,0.0006330790179259
MicroRNAs in cancer,1,2,2.916699885557482e-17,0.025788268039134,7.567653757122115e-17,MicroRNAs in cancer,0.0006330790179259
Fat digestion and absorption,0,1,7.86594359650238e-18,0.0361089158337622,2.103427814106486e-17,Fat digestion and absorption,0.0006248217987214
Fat digestion and absorption,0,2,3.140253282337916e-16,0.0419685626658506,7.710084785279794e-16,Fat digestion and absorption,0.0006248217987214
Colorectal cancer,1,2,8.675636054519549e-14,0.0172953280644322,1.8885738349974531e-13,Colorectal cancer,0.0006213366556595
Colorectal cancer,0,2,1.346410188461243e-12,0.0165809275038859,2.726906710807581e-12,Colorectal cancer,0.0006213366556595
TGF-beta signaling pathway,0,2,4.65934140164563e-25,0.0422281386415656,1.848333779165209e-24,TGF-beta signaling pathway,0.0006204003702153
TGF-beta signaling pathway,0,1,3.682642314652108e-09,0.0201140155710314,6.338234477158485e-09,TGF-beta signaling pathway,0.0006204003702153
TGF-beta signaling pathway,1,2,1.7196572582428332e-08,0.0221141230705342,2.8512451950140235e-08,TGF-beta signaling pathway,0.0006204003702153
Complement and coagulation cascades,0,2,3.0736187475638586e-14,0.0570885107662807,6.9264647832425e-14,Complement and coagulation cascades,0.0006203524698301
Complement and coagulation cascades,1,2,4.30038844209433e-14,0.0515977280227435,9.556418760209621e-14,Complement and coagulation cascades,0.0006203524698301
Epithelial cell signaling in Helicobacter pylori infection,0,2,6.278248633001134e-35,0.0334001726098294,6.0879986744253445e-34,Epithelial cell signaling in Helicobacter pylori infection,0.0006025109498688
Epithelial cell signaling in Helicobacter pylori infection,1,2,3.20299958063604e-15,0.0206285588424861,7.518043025453785e-15,Epithelial cell signaling in Helicobacter pylori infection,0.0006025109498688
Epithelial cell signaling in Helicobacter pylori infection,0,1,4.136284385258431e-08,0.0127716137673432,6.696177082374526e-08,Epithelial cell signaling in Helicobacter pylori infection,0.0006025109498688
Riboflavin metabolism,0,1,1.296989460878789e-13,-0.0452473635226273,2.779263130454548e-13,Riboflavin metabolism,0.0005981939961648
Riboflavin metabolism,0,2,5.190032781182646e-13,-0.0486222203786686,1.0737998857619268e-12,Riboflavin metabolism,0.0005981939961648
RNA transport,0,2,3.6879206931045336e-31,-0.0286290197875079,2.4416578381933467e-30,RNA transport,0.0005935204058622
RNA transport,0,1,5.9436141470989005e-15,-0.0182747058218084,1.3716032647151311e-14,RNA transport,0.0005935204058622
RNA transport,1,2,1.280083739609502e-05,-0.0103543139656995,1.85054074040642e-05,RNA transport,0.0005935204058622
Lysine degradation,0,1,2.62825792155996e-12,0.0198917141126458,5.267489780161924e-12,Lysine degradation,0.0005901472960645
Lysine degradation,0,2,1.7183819528715972e-06,0.0130489715299334,2.5937840798061844e-06,Lysine degradation,0.0005901472960645
Nucleotide excision repair,0,2,4.139790706874251e-37,-0.0405896461464992,6.114152428614278e-36,Nucleotide excision repair,0.0005875711119323
Nucleotide excision repair,0,1,2.810644957714816e-17,-0.0214994952420099,7.332117280995172e-17,Nucleotide excision repair,0.0005875711119323
Nucleotide excision repair,1,2,7.772073052482885e-12,-0.0190901509044893,1.5134259899358154e-11,Nucleotide excision repair,0.0005875711119323
Synaptic vesicle cycle,0,2,5.760134131709428e-22,-0.0326286438371505,1.940255707523176e-21,Synaptic vesicle cycle,0.0005845893901384
Synaptic vesicle cycle,0,1,3.5397387537677524e-14,-0.0169241508856108,7.92109371472504e-14,Synaptic vesicle cycle,0.0005845893901384
Synaptic vesicle cycle,1,2,3.112283764331418e-08,-0.0157044929515396,5.072652654937457e-08,Synaptic vesicle cycle,0.0005845893901384
Morphine addiction,0,2,8.541338748841055e-30,0.0450680869902116,4.73970242710255e-29,Morphine addiction,0.0005806307719451
Morphine addiction,0,1,9.183222212625965e-22,0.030920086467564,3.0610740708753218e-21,Morphine addiction,0.0005806307719451
Morphine addiction,1,2,2.1875885213188124e-08,0.0141480005226476,3.583762765300443e-08,Morphine addiction,0.0005806307719451
Collecting duct acid secretion,0,2,4.779048728431666e-13,-0.0222296756553677,9.930490864273592e-13,Collecting duct acid secretion,0.000576489583934
Collecting duct acid secretion,0,1,8.498726868487707e-09,-0.015574436607986,1.436404541152852e-08,Collecting duct acid secretion,0.000576489583934
Spliceosome,0,2,5.14397889427874e-13,-0.0179198595190283,1.0665701379066068e-12,Spliceosome,0.0005763263897258
Spliceosome,0,1,1.4662696549992974e-08,-0.0124311595908466,2.4522976808350623e-08,Spliceosome,0.0005763263897258
Human papillomavirus infection,0,2,6.856565714776434e-20,0.0188613585628888,2.0191113761304836e-19,Human papillomavirus infection,0.0005713522085655
Human papillomavirus infection,1,2,2.077146201532169e-19,0.0179252423511542,5.934703432949055e-19,Human papillomavirus infection,0.0005713522085655
One carbon pool by folate,0,2,5.943035371160077e-11,-0.0292621771086914,1.1164997957561007e-10,One carbon pool by folate,0.0005661297041922
One carbon pool by folate,0,1,1.0200486584280902e-07,-0.0239069987949452,1.613256527332729e-07,One carbon pool by folate,0.0005661297041922
Peroxisome,1,2,3.987211955459262e-11,-0.0238386698448271,7.549750448206887e-11,Peroxisome,0.0005600198903907
Peroxisome,0,1,7.942832769526428e-08,0.0180479619657256,1.2645305901733617e-07,Peroxisome,0.0005600198903907
Pancreatic secretion,0,2,4.591870366581199e-21,0.0334474683379624,1.4453100170222792e-20,Pancreatic secretion,0.0005494041870577
Pancreatic secretion,0,1,9.060683021856704e-20,0.02696954241696,2.6438467176238405e-19,Pancreatic secretion,0.0005494041870577
Endometrial cancer,0,2,3.4324870701258497e-25,0.0256089525362577,1.3900753568898142e-24,Endometrial cancer,0.0005492095010025
Endometrial cancer,0,1,1.2927660463785202e-10,0.0120603516863904,2.386645008698807e-10,Endometrial cancer,0.0005492095010025
Endometrial cancer,1,2,3.564968862200716e-10,0.0135486008498673,6.457302090023937e-10,Endometrial cancer,0.0005492095010025
Renal cell carcinoma,0,2,7.640753378607612e-11,0.0159635223179269,1.4242957754297684e-10,Renal cell carcinoma,0.0005344887613296
Renal cell carcinoma,1,2,1.5567750067539256e-10,0.0157314103690186,2.857560241842769e-10,Renal cell carcinoma,0.0005344887613296
Nicotine addiction,0,1,1.0757106745637086e-09,0.0198003908739599,1.887901732323876e-09,Nicotine addiction,0.0005266787209985
Nicotine addiction,0,2,0.0001297521785209,0.0165189075884111,0.0001764335571956,Nicotine addiction,0.0005266787209985
Cortisol synthesis and secretion,0,1,1.0227728708496583e-13,0.0244351169024954,2.2163926772362798e-13,Cortisol synthesis and secretion,0.0005164125909455
Cortisol synthesis and secretion,0,2,2.887690063386203e-10,0.0229318138326413,5.250345569793094e-10,Cortisol synthesis and secretion,0.0005164125909455
Steroid hormone biosynthesis,0,1,9.71421759408885e-16,0.0422950142428341,2.3372553609837838e-15,Steroid hormone biosynthesis,0.0005144782236761
Steroid hormone biosynthesis,0,2,1.5307634804217073e-08,0.0325283150614276,2.5546738816883418e-08,Steroid hormone biosynthesis,0.0005144782236761
Glycerophospholipid metabolism,0,1,1.791594347979923e-17,0.0152414463391306,4.7121385590704826e-17,Glycerophospholipid metabolism,0.0005073212748557
Glycerophospholipid metabolism,0,2,1.4062463514130666e-13,0.0142374468546809,3.0066737134889624e-13,Glycerophospholipid metabolism,0.0005073212748557
Oxidative phosphorylation,0,2,1.9529514815455333e-19,-0.0306996945708362,5.613273719412312e-19,Oxidative phosphorylation,0.0005035748179897
Oxidative phosphorylation,1,2,6.380665861962572e-09,-0.0164583108232865,1.0803243787449861e-08,Oxidative phosphorylation,0.0005035748179897
Oxidative phosphorylation,0,1,1.8782377346685804e-06,-0.0142413837475496,2.830625157428316e-06,Oxidative phosphorylation,0.0005035748179897
IL-17 signaling pathway,1,2,2.9574308210310107e-15,0.0384478453361467,6.992939872388596e-15,IL-17 signaling pathway,0.0005035036326975
IL-17 signaling pathway,0,1,5.298755687440299e-10,-0.024993768286449,9.54372506555851e-10,IL-17 signaling pathway,0.0005035036326975
Biosynthesis of unsaturated fatty acids,1,2,1.7168020662212822e-06,-0.0242519479769851,2.5937840798061844e-06,Biosynthesis of unsaturated fatty acids,0.0004902079104298
Biosynthesis of unsaturated fatty acids,0,2,1.0324273980262836e-05,-0.0261976571211223,1.4971756829384171e-05,Biosynthesis of unsaturated fatty acids,0.0004902079104298
Ascorbate and aldarate metabolism,0,1,1.1779434475242652e-23,0.0619303083707439,4.283430718270055e-23,Ascorbate and aldarate metabolism,0.0004866798265172
Ascorbate and aldarate metabolism,0,2,1.6437106521350538e-10,0.0498801261864652,3.011378293987885e-10,Ascorbate and aldarate metabolism,0.0004866798265172
Mitophagy,0,1,1.998007004831921e-14,0.0117181619674119,4.556025474201055e-14,Mitophagy,0.0004851741081154
Mitophagy,0,2,7.010540380946073e-13,0.0132087851488729,1.431940162916645e-12,Mitophagy,0.0004851741081154
Non-homologous end-joining,0,2,2.5184357114928807e-21,-0.0326115060803555,8.167899604841776e-21,Non-homologous end-joining,0.0004845970659316
Non-homologous end-joining,0,1,1.3480255078129967e-16,-0.0235940327822789,3.3877080824619816e-16,Non-homologous end-joining,0.0004845970659316
Carbohydrate digestion and absorption,0,2,3.2216982488639e-21,0.0267819368602157,1.037862523123941e-20,Carbohydrate digestion and absorption,0.0004827761211615
Carbohydrate digestion and absorption,0,1,1.9166738899480385e-07,0.0124073562666416,2.9918811940652306e-07,Carbohydrate digestion and absorption,0.0004827761211615
Carbohydrate digestion and absorption,1,2,2.2270419714915594e-07,0.0143745805935741,3.465089615286705e-07,Carbohydrate digestion and absorption,0.0004827761211615
Amino sugar and nucleotide sugar metabolism,0,1,1.867076484018763e-27,-0.0404262599814155,8.743382559307378e-27,Amino sugar and nucleotide sugar metabolism,0.00048153197335
Amino sugar and nucleotide sugar metabolism,0,2,3.948061218884843e-21,-0.0376134251260017,1.2550128377912083e-20,Amino sugar and nucleotide sugar metabolism,0.00048153197335
mTOR signaling pathway,0,1,8.91648294711898e-08,0.0069497837885227,1.4148468808651606e-07,mTOR signaling pathway,0.000479004046468
mTOR signaling pathway,0,2,9.148887298162124e-05,0.0055125767228607,0.0001256499543095,mTOR signaling pathway,0.000479004046468
Endocytosis,0,2,6.162035585167817e-12,0.0086821187791196,1.2053605049589714e-11,Endocytosis,0.0004705230184755
Endocytosis,1,2,8.939783348930927e-10,0.0077469021291679,1.574714131187833e-09,Endocytosis,0.0004705230184755
Ferroptosis,0,2,3.3238332890063586e-27,0.0410268706815858,1.5194666464029067e-26,Ferroptosis,0.0004677536790171
Ferroptosis,1,2,2.6116193813451596e-16,0.0270594290658832,6.461738675493178e-16,Ferroptosis,0.0004677536790171
Ferroptosis,0,1,8.662737112681513e-07,0.0139674416157026,1.3200361314562303e-06,Ferroptosis,0.0004677536790171
Axon guidance,0,2,4.132918373347436e-38,0.0341853585311262,6.840692480023342e-37,Axon guidance,0.0004666441729421
Axon guidance,0,1,4.987782419858735e-19,0.0173876398969248,1.395997411972124e-18,Axon guidance,0.0004666441729421
Axon guidance,1,2,8.469298115143079e-14,0.0167977186342014,1.856284518387524e-13,Axon guidance,0.0004666441729421
Sphingolipid signaling pathway,1,2,6.795977524875813e-17,0.0151668332267358,1.730540695989597e-16,Sphingolipid signaling pathway,0.0004632291533777
Sphingolipid signaling pathway,0,2,3.1729758325488124e-12,0.0128114827317413,6.319619915449917e-12,Sphingolipid signaling pathway,0.0004632291533777
p53 signaling pathway,0,1,3.269532384379316e-19,-0.0238025488708033,9.231620850012184e-19,p53 signaling pathway,0.0004477810331311
p53 signaling pathway,0,2,2.7000987320266866e-07,-0.0151825909256435,4.1875521530623897e-07,p53 signaling pathway,0.0004477810331311
Inositol phosphate metabolism,0,1,5.711185364542864e-15,0.0178598242638503,1.3211416746894334e-14,Inositol phosphate metabolism,0.0004471148296984
Inositol phosphate metabolism,0,2,1.1633868979704798e-13,0.0198199710408233,2.5041511705194186e-13,Inositol phosphate metabolism,0.0004471148296984
Caffeine metabolism,1,2,0.0006380247278689,-0.0602413725075398,0.0008378984114283,Caffeine metabolism,0.0004436023424148
Chronic myeloid leukemia,1,2,5.594682357882152e-15,0.0171090401055868,1.2973176482045571e-14,Chronic myeloid leukemia,0.0004312364605444
Chronic myeloid leukemia,0,2,4.241849720223153e-14,0.0170097105076315,9.44820355316526e-14,Chronic myeloid leukemia,0.0004312364605444
Citrate cycle (TCA cycle),0,1,6.571554112649944e-13,0.0281976904853049,1.3508976334355344e-12,Citrate cycle (TCA cycle),0.0004265538415783
Citrate cycle (TCA cycle),0,2,3.4810858689101263e-06,0.0201799585542142,5.2053620469684135e-06,Citrate cycle (TCA cycle),0.0004265538415783
Tryptophan metabolism,0,2,1.6727598793234277e-24,0.0427284186027545,6.3222420635846095e-24,Tryptophan metabolism,0.0004202636971313
Tryptophan metabolism,0,1,2.2329799321506288e-14,0.0286079529849021,5.0752523061263283e-14,Tryptophan metabolism,0.0004202636971313
Tryptophan metabolism,1,2,1.563765607800264e-05,0.0141204656178523,2.250697126669046e-05,Tryptophan metabolism,0.0004202636971313
N-Glycan biosynthesis,0,1,5.059794698564258e-21,-0.0234848770171416,1.582215931798595e-20,N-Glycan biosynthesis,0.0004121435493402
N-Glycan biosynthesis,0,2,2.646782732113095e-18,-0.024633749520534,7.239063882702484e-18,N-Glycan biosynthesis,0.0004121435493402
Ribosome,0,2,1.2400947484142017e-13,-0.0157432240968837,2.663290734849292e-13,Ribosome,0.0004114868056399
Ribosome,0,1,3.100062737397233e-07,-0.0102925492408188,4.784662745822096e-07,Ribosome,0.0004114868056399
Insulin secretion,0,1,2.84574967968808e-17,0.017703050178902,7.403576402440533e-17,Insulin secretion,0.0004085062739563
Insulin secretion,0,2,1.1001208213164741e-07,0.0150423876455552,1.7313376860062545e-07,Insulin secretion,0.0004085062739563
Huntington disease,0,2,2.7181085742537334e-25,-0.0164628469725521,1.1151214663605061e-24,Huntington disease,0.0004082227907587
Huntington disease,0,1,8.17755096092887e-10,-0.0090743491723149,1.456484030146886e-09,Huntington disease,0.0004082227907587
Huntington disease,1,2,3.690156304425735e-08,-0.0073884978002371,5.99416252495551e-08,Huntington disease,0.0004082227907587
Cholinergic synapse,0,2,6.257238724144541e-19,0.0242189046717671,1.7411446884576116e-18,Cholinergic synapse,0.0004081419894018
Cholinergic synapse,1,2,1.532804329013005e-08,0.0139240432635247,2.5546738816883418e-08,Cholinergic synapse,0.0004081419894018
Cholinergic synapse,0,1,1.6658219909935996e-08,0.0102948614082424,2.7667631684322764e-08,Cholinergic synapse,0.0004081419894018
Hedgehog signaling pathway,0,1,1.734877967854702e-17,0.0334640020890834,4.57550233280361e-17,Hedgehog signaling pathway,0.0004062271444092
Hedgehog signaling pathway,0,2,2.4552337550453853e-17,0.0365943076626042,6.422409822462044e-17,Hedgehog signaling pathway,0.0004062271444092
Galactose metabolism,0,1,8.838814502816595e-07,-0.0199525728678282,1.3447324758643312e-06,Galactose metabolism,0.0004014142156728
Galactose metabolism,1,2,0.0003264220213982,0.0148740178625517,0.0004364416999196,Galactose metabolism,0.0004014142156728
Renin-angiotensin system,0,2,4.004763855266575e-17,0.0585823227503966,1.0334874465204064e-16,Renin-angiotensin system,0.0003989599726996
Renin-angiotensin system,0,1,1.806217853421728e-08,0.0372166145416357,2.9793284180152214e-08,Renin-angiotensin system,0.0003989599726996
Renin-angiotensin system,1,2,0.00057266488938,0.0213657082087609,0.0007551624914901,Renin-angiotensin system,0.0003989599726996
"Phenylalanine, tyrosine and tryptophan biosynthesis",0,2,0.0006084096741647,0.0337196544616108,0.000800100393422,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.0003942302441146
Cytosolic DNA-sensing pathway,0,1,1.2880225175240899e-24,-0.0390144860967992,4.9067524477108195e-24,Cytosolic DNA-sensing pathway,0.0003878852651595
Cytosolic DNA-sensing pathway,1,2,8.017750194433083e-14,0.0304775279962802,1.7613364271523478e-13,Cytosolic DNA-sensing pathway,0.0003878852651595
Fatty acid elongation,1,2,7.005010447954614e-12,-0.0259908816900603,1.3668313069179735e-11,Fatty acid elongation,0.0003807446396062
Fatty acid elongation,0,2,0.000218902498414,-0.0170187706971765,0.0002943226869432,Fatty acid elongation,0.0003807446396062
Legionellosis,1,2,5.346623468872225e-13,0.0245866814799627,1.103819038734911e-12,Legionellosis,0.0003798314309746
Legionellosis,0,1,6.094560666727094e-06,-0.0145965288913279,8.987370568445486e-06,Legionellosis,0.0003798314309746
Other glycan degradation,0,2,3.842071096106497e-05,-0.0163392119223921,5.3766592598574886e-05,Other glycan degradation,0.00037004794758
Other glycan degradation,0,1,0.0001857259956621,-0.0125456463927575,0.0002504170728029,Other glycan degradation,0.00037004794758
Inflammatory mediator regulation of TRP channels,0,2,1.5408227715183013e-35,0.0336476466978779,1.6133714034277832e-34,Inflammatory mediator regulation of TRP channels,0.0003649012601076
Inflammatory mediator regulation of TRP channels,0,1,3.952569005490616e-16,0.0167060245738648,9.58198546785604e-16,Inflammatory mediator regulation of TRP channels,0.0003649012601076
Inflammatory mediator regulation of TRP channels,1,2,1.8688441537235956e-13,0.0169416221240131,3.969226521182858e-13,Inflammatory mediator regulation of TRP channels,0.0003649012601076
Signaling pathways regulating pluripotency of stem cells,0,2,1.2363741679770735e-35,0.0305899525029741,1.333617080065158e-34,Signaling pathways regulating pluripotency of stem cells,0.0003643169067947
Signaling pathways regulating pluripotency of stem cells,0,1,3.0589868011203913e-20,0.0199011521421443,9.14837174166846e-20,Signaling pathways regulating pluripotency of stem cells,0.0003643169067947
Signaling pathways regulating pluripotency of stem cells,1,2,1.4841124065134936e-06,0.0106888003608298,2.2472364515030817e-06,Signaling pathways regulating pluripotency of stem cells,0.0003643169067947
ECM-receptor interaction,0,2,3.230957692884338e-29,0.0709850557720575,1.7136571188778807e-28,ECM-receptor interaction,0.0003624235484915
ECM-receptor interaction,1,2,3.801419560059437e-12,0.0408733357098741,7.555616516888321e-12,ECM-receptor interaction,0.0003624235484915
ECM-receptor interaction,0,1,2.6953954895539718e-09,0.0301117200621834,4.662305711660924e-09,ECM-receptor interaction,0.0003624235484915
GABAergic synapse,0,1,3.9070310183208824e-16,0.0152783099216353,9.495569057184929e-16,GABAergic synapse,0.000350026578703
GABAergic synapse,0,2,1.0707923281767312e-15,0.020537500998752,2.557116007586224e-15,GABAergic synapse,0.000350026578703
